system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,NDRE,NDVI,NDWI,SAVI,VH,VH_VV,VV,VV_contrast,VV_ent,VV_var,agbd,agbd_se,elevation,slope,.geo
998,0.2175,0.15168333,0.042325,0.06035,0.05485,0.09375833,0.1628,0.19226667,0.20365,0.22155,0.3060941065815993,0.36949763,0.57562864,-0.032886155,0.29426499096478353,-17.43106269810432,-6.346562251475445,-11.084500446628875,346.45535714285717,4.148135301204063,497.02404474520335,76.599693,17.123836517333984,1036,14.6871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20649311952589,10.421692479302115]}"
999,0.1915875,0.1,0.0355,0.0575,0.04052,0.09505,0.20398334,0.246975,0.25465,0.2699,0.43468639644367874,0.4563912,0.72544634,0.1413205,0.40393248507352864,-11.476469436713868,-6.31210147622713,-5.1643679604867385,79.24107142857143,4.138144268795147,146.56061330783814,26.771547317504883,17.131628036499023,725,19.798098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21345506297781,10.421692479302115]}"
1000,0.182,0.09035,0.03775,0.05865,0.0404,0.10245,0.26335,0.314,0.3197,0.33575,0.5459450006674342,0.5146275,0.7756179,0.2744668,0.48709453067267416,-17.523342905992337,-6.863439616792718,-10.659903289199619,269.65873015873024,4.19590653384181,757.5609331695596,39.958889,17.12755012512207,1158,19.507824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19526417847439,10.421917058123144]}"
1001,0.26111665,0.2163,0.0481,0.0554,0.0648,0.084775,0.1059,0.1273,0.1453,0.16645,0.17151744500772276,0.26306638,0.38315088,-0.28497025,0.17004647007157606,-20.396226122324435,-8.480679796019542,-11.915546326304893,383.0744047619048,4.170827619615252,499.5455985055887,21.394685745239258,17.133769989013672,1044,16.02587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20649311952589,10.421917058123144]}"
1002,0.1947,0.10245,0.03682,0.059366666,0.041725,0.096725,0.207675,0.24925,0.2556,0.2707,0.43477599025825386,0.4509331,0.7193307,0.13524318,0.4023610306467775,-11.311495166389939,-6.1471272059032005,-5.1643679604867385,74.91567460317461,4.1443330829072895,162.896407116099,53.379238,17.125883102416992,729,20.890568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21345506297781,10.421917058123144]}"
1003,0.1606,0.0742,0.0327,0.0556,0.0322,0.0953,0.258,0.311,0.3203,0.3472,0.567908544282585,0.54138595,0.81730497,0.33208567,0.5069208332781641,-16.656094177385267,-6.704522120215614,-9.951572057169653,232.98313492063494,4.19590653384181,649.3315804910017,13.230002403259277,17.134517669677734,1146,11.786699,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.19503959965336,10.422141636944174]}"
1004,0.25645,0.1645,0.06495,0.08855,0.0906,0.1322,0.1923,0.2185,0.2259,0.2431,0.2637683874030898,0.26165873,0.42748815,-0.06333576,0.2485609246801137,-12.09512191681749,-8.455968659436827,-3.6391532573806633,35.60813492063492,3.8065874634615673,39.980571105759736,80.38058471679688,17.125791549682617,1156,23.42721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.20177696428425,10.422141636944174]}"
1005,0.1944,0.1053,0.037525,0.060066666,0.0432,0.09725,0.2119,0.25115,0.2587,0.27283335,0.43571884753084433,0.45357496,0.71381253,0.14191131,0.4031051406700996,-9.27592434195338,-6.23481120452351,-3.0411131374298694,104.9156746031746,4.14502072891975,215.00049111078988,113.53997039794922,17.121505737304688,735,22.456182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21323048415678,10.422141636944174]}"
1006,0.208575,0.10422,0.03190714,0.054383334,0.036583334,0.09503333,0.2535,0.304425,0.32205,0.33166668,0.5480273543612777,0.5442957,0.79598475,0.2138516,0.4986994877017957,-16.433112391743485,-6.5174174667695635,-9.915694924973922,97.24107142857142,3.9405944256163226,114.69779364290844,46.9372673034668,17.133296966552734,1259,15.725274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99359239718956,10.349378098930492]}"
1007,0.21104167,0.10846667,0.03032,0.05645,0.039033335,0.10055,0.252025,0.3087,0.30643332,0.3389,0.5090488861378897,0.50587654,0.77402544,0.1843406,0.4744125339094649,-16.545805733525924,-6.643889246194719,-9.901916487331205,107.68154761904758,4.060440269387138,142.07607690066288,58.924911,17.141849517822266,1259,16.612825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99336781836853,10.349827256572553]}"
1008,0.1985,0.10265,0.0286,0.0524,0.036,0.0933,0.231275,0.2844,0.3,0.3115,0.5071072084189603,0.52555305,0.7857143,0.20361084,0.47368422881973304,-14.69847502270721,-5.916410861171281,-8.78206416153593,85.59821428571428,4.126946494993053,106.66679559555268,72.799019,17.13739776611328,1276,22.049358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99314323954749,10.350276414214612]}"
1009,0.20396666,0.104725,0.02856,0.0535,0.03245,0.0968,0.258825,0.3055,0.326,0.3341,0.5617106757493805,0.5421003,0.81894267,0.23026608,0.5129302831226246,-14.2002133228543,-6.3981648285471096,-7.80204849430719,143.2073412698412,4.153636469303745,198.90071393140533,71.50812530517578,17.128665924072266,1304,22.29423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99269408190544,10.350725571856673]}"
1010,0.1646,0.074766666,0.0249,0.0473,0.025733333,0.0927,0.2639,0.31075,0.3224,0.3361,0.5749131255182907,0.55336064,0.8521639,0.32402465,0.5246816586526147,-14.70273392203704,-6.669310450206233,-8.033423471830808,174.58730158730157,4.148822947216523,379.0171977355858,93.816116,17.1243896484375,1315,16.844929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99246950308441,10.351174729498732]}"
1011,0.15528333,0.06722,0.026442857,0.051466666,0.02607143,0.09545,0.2711,0.32326,0.33245,0.35245,0.5935005936981653,0.55386776,0.8545614,0.36324495,0.5353015577807478,-16.918667889301258,-6.388216241273465,-10.530451648027793,189.656746031746,4.163951159490648,401.579262723626,107.624382,17.124095916748047,1317,21.616417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99224492426337,10.351623887140791]}"
1012,0.1941,0.08225,0.033833332,0.056,0.0299375,0.100325,0.32865,0.4058,0.41945,0.4267,0.7238260421364613,0.6139676,0.8667631,0.36728874,0.6154165320634104,-19.419321506712578,-6.636813151735618,-12.78250835497696,109.89186507936506,4.056549676314533,140.10263428288454,253.678467,17.120586395263672,1279,25.576283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99179576662132,10.35184846596182]}"
1013,0.1779,0.0746,0.0331,0.057166666,0.02865,0.10085,0.308475,0.3805,0.386725,0.4065,0.6831536915884823,0.58632004,0.8620524,0.36984724,0.5867677250399265,-18.402269328734437,-6.799550889341328,-11.60271843939311,91.81250000000001,4.083044213022495,60.038969001949226,212.202209,17.122535705566406,1276,24.085423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99157118780029,10.352297623603882]}"
1014,0.17353334,0.0757,0.0313,0.057133332,0.0268,0.0964,0.3073,0.3814,0.4001,0.4132,0.7037288368415386,0.61168176,0.87444365,0.39496773,0.6041104706412598,-17.983126881123166,-6.781827887065997,-11.201298994057169,322.0773809523809,4.174953495690013,517.905531541317,353.340485,17.122793197631836,1237,20.270742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99112203015822,10.35274678124594]}"
1015,0.171875,0.0742625,0.0294,0.04515,0.024625,0.08565,0.27405,0.33885,0.327125,0.37396666,0.6028899080189191,0.585004,0.85998577,0.31112227,0.5327267546120329,-18.83046438648488,-6.757417064112838,-12.073047322372043,255.9355158730158,4.212774026375328,665.5049002818741,213.607208,17.120107650756836,1210,19.705744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9908974513372,10.353195938888001]}"
1016,0.171025,0.07878,0.02804,0.04798,0.02836,0.084975,0.281375,0.351625,0.37725,0.3762,0.6523210292222337,0.6323219,0.86016124,0.37613425,0.5778811930939103,-15.889065744205011,-6.691929645826994,-9.197136098378017,192.58531746031744,4.205209920238264,400.38682996348507,151.554825,17.122108459472656,1199,9.981516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99067287251617,10.35364509653006]}"
1017,0.23755,0.12563333,0.032966666,0.0563,0.0403,0.1027,0.2644,0.3198,0.3289,0.3522,0.5451660528741146,0.52409637,0.7816901,0.16126755,0.4980441883284059,-15.335504316045318,-6.501657250471228,-8.83384706557409,147.17261904761904,4.170827619615251,186.57770179832914,35.87859344482422,17.12796974182129,1201,16.297243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9902237148741,10.35409425417212]}"
1018,0.20835,0.11603333,0.032275,0.05324,0.0423,0.0899,0.2182,0.26265,0.280425,0.29005,0.46071025598557735,0.51448053,0.73785734,0.1474605,0.4341517656415461,-16.514566739084508,-5.812725341108129,-10.701841397976379,253.79861111111114,4.101335041900283,320.2724542942142,25.229921340942383,17.13162612915039,1205,24.269936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98999913605307,10.35454341181418]}"
1019,0.21205,0.12688333,0.0354,0.054,0.04805,0.095416665,0.2001,0.236525,0.24653333,0.2694,0.3909204261550295,0.4419262,0.6737765,0.075195335,0.3746932337726355,-18.324853410578417,-6.253864469788116,-12.0709889407903,226.50297619047615,4.134706038732846,285.89279710724804,16.656465530395508,17.1334228515625,1209,23.72871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98977455723205,10.35476799063521]}"
1020,0.2489,0.145,0.040483333,0.0614,0.0595,0.1093,0.219275,0.26075,0.2709,0.29635,0.3990863046150117,0.42503947,0.6398305,0.042324,0.3818641736387929,-16.297141857061053,-6.591588076706405,-9.705553780354649,184.43650793650792,4.156387053353586,299.79288115709096,17.132482528686523,17.13400650024414,1206,13.72692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98932539958999,10.35521714827727]}"
1021,0.2308,0.13505,0.0363375,0.056904167,0.0545875,0.09726667,0.1918,0.235425,0.2488,0.2707,0.3723988111775309,0.43787324,0.6401467,0.03753126,0.36261299434871064,-16.212821923425185,-6.4595607292617085,-9.753261194163477,237.65773809523807,4.123380044755494,327.3253919044437,21.010974884033203,17.13156509399414,1213,15.799113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98910082076895,10.35566630591933]}"
1022,0.22825,0.13335,0.03818333,0.059457142,0.05632,0.100875,0.20406,0.24525,0.26251668,0.2765,0.3922888055888071,0.44481394,0.6467157,0.06982275,0.3777249160763311,-17.32397665923979,-6.037988658216449,-11.285988001023341,237.6180555555555,4.179079371764775,325.38732107426404,79.420822,17.135812759399414,1222,14.632538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98887624194793,10.35611546356139]}"
1023,0.23105,0.13005,0.038485713,0.05994,0.053866666,0.09708667,0.20721,0.245525,0.27033332,0.27296665,0.41472188643341706,0.47152212,0.6676948,0.07834987,0.393957761182573,-15.032166713697649,-6.568937200909511,-8.463229512788137,174.93353174603175,4.061384355750115,351.8854707971186,41.85588455200195,17.130517959594727,1240,8.2891,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98842708430587,10.356564621203448]}"
1024,0.264875,0.158975,0.053066667,0.078383334,0.0863,0.1249,0.226,0.271625,0.282075,0.304075,0.34913060918127875,0.38620308,0.5314557,0.031447105,0.33817473432604167,-14.95511948449435,-6.095892240614358,-8.859227243879992,128.7936507936508,4.212086380362867,276.1459199420642,30.590946197509766,17.129125595092773,1243,4.6273675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98820250548484,10.35701377884551]}"
1025,0.2104,0.1161,0.0366,0.05698,0.051233333,0.101,0.21523333,0.2583,0.271,0.291675,0.4213641149835392,0.45698923,0.68201095,0.12588283,0.40092025665185754,-14.600357004686236,-5.4391529835381895,-9.161204021148047,111.51488095238095,4.168764681577871,264.36118098862244,27.87959861755371,17.129337310791016,1246,8.547341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98775334784278,10.357238357666539]}"
1026,0.1979,0.09613334,0.02995,0.0511,0.031133333,0.09435,0.2487,0.30015,0.31075832,0.3344,0.5491744638862562,0.53419864,0.81787604,0.22187454,0.4982083870832954,-15.138565694629083,-6.281578292601633,-8.85698740202745,161.87301587301596,4.2017716901759625,342.36972867851364,44.099754333496094,17.128276824951172,1227,23.3133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98752876902175,10.357687515308598]}"
1027,0.21833333,0.1083,0.03585,0.0626,0.0404,0.108,0.27893335,0.34465,0.3664,0.3782,0.6082430095063261,0.54468805,0.8013766,0.25322086,0.5392589396860877,-13.913674947734057,-6.1628067342342945,-7.750868213499762,194.17162698412704,4.208971808078554,367.9605644919993,253.04718017578125,17.120399,1219,23.313301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98730419020072,10.358136672950659]}"
1028,0.2,0.10055,0.03745,0.05295,0.040658332,0.09215,0.22935,0.28376666,0.29615,0.31336668,0.5072399071353733,0.52536696,0.7585669,0.1937922,0.45797524403636064,-16.57450245441249,-6.182694943177655,-10.391807511234834,146.18650793650792,4.17419863225008,190.6345919154719,79.3863754272461,17.127081,1198,25.201565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98685503255867,10.358585830592718]}"
1029,0.15293333,0.0667,0.028366666,0.0439,0.0229,0.0773125,0.24325,0.29765,0.2876,0.327075,0.5458857644760627,0.5762683,0.85249597,0.3056901,0.4898828011277816,-19.093570301874003,-6.38766932151745,-12.705900980356553,219.85416666666669,4.178391725752315,186.33531647615382,449.454102,17.126792907714844,1361,26.333326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99359239718956,10.358585830592718]}"
1030,0.21983333,0.10414,0.037633333,0.0581,0.03956,0.10256667,0.2828,0.3447,0.35295,0.3775,0.5989595314379663,0.5496689,0.7984255,0.23240319,0.5266999852338244,-16.3977504004977,-5.7198556525653625,-10.677894747932337,83.22420634920638,4.162016441628526,176.089325081879,127.276978,17.121553421020508,1161,23.427664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98663045373763,10.359034988234777]}"
1031,0.194325,0.08335,0.03418,0.060133334,0.0308375,0.10965,0.32055,0.3917,0.41015,0.4275,0.7082936409827729,0.57810694,0.8601434,0.35704535,0.6046506902756772,-16.293657524272994,-6.566324884680839,-9.727332639592156,109.90972222222217,4.132319442917477,155.80959368701224,237.319153,17.150644302368164,1318,25.063902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99314323954749,10.359034988234777]}"
1032,0.16885,0.0763125,0.03145,0.049375,0.029671429,0.08685,0.2481625,0.30565,0.30605,0.34005,0.5535526793016411,0.55790275,0.8232378,0.2889029,0.49605986546234215,-14.896777928163345,-6.092140637522476,-8.80463729064087,101.24007936507937,4.119746377090461,165.59623409549204,301.980011,17.130029678344727,1318,25.063902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99291866072647,10.359259567055808]}"
1033,0.2624,0.1489,0.044575,0.0719,0.0651,0.1253,0.245025,0.297475,0.30785,0.323,0.44487817733147683,0.42144752,0.65089154,0.079701886,0.4171201155126336,-17.347450415843028,-6.147804073387942,-11.199646342455086,105.82242063492063,4.225643863009342,191.99214124307764,149.031509,17.120943069458008,1148,14.430991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9864058749166,10.359484145876838]}"
1034,0.2265,0.1077,0.034666665,0.06002,0.0417,0.103975,0.27816668,0.3434,0.35733333,0.380375,0.5855760990914964,0.5492169,0.7909949,0.22409362,0.5266211805282376,-14.865562858210186,-6.342020879795303,-8.523541978414883,130.03571428571428,4.070923510205784,167.06184452945308,18.92604637145996,17.13185691833496,1286,20.585047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99269408190544,10.359708724697867]}"
1035,0.3212,0.2094,0.0569,0.088,0.08946667,0.1555,0.268025,0.3052,0.3251,0.334575,0.41046812393051463,0.35289225,0.56838465,0.006034336,0.38646718092318566,-16.271345202842944,-6.499321638784782,-9.772023564058163,139.6369047619048,4.209140358710297,205.19014747102847,14.292864799499512,17.13627815246582,1136,4.6549993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98595671727455,10.359933303518897]}"
1036,0.2912,0.1794,0.0564,0.0868,0.0908,0.15225,0.2448,0.2752,0.2816,0.3041,0.33988883377018914,0.2981445,0.5123523,-0.0167598,0.32806051600001934,-16.37268799793596,-6.083786347597211,-10.288901650338747,144.66567460317464,4.112505928731387,185.96224942522895,11.351349830627441,17.138710021972656,1136,9.344877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98573213845351,10.360157882339927]}"
1037,0.1804,0.0831,0.026675,0.0433,0.028933333,0.07935,0.2206,0.2683,0.28365,0.3003,0.5065208584949853,0.56280994,0.814876,0.2224976,0.47019794237858575,-14.966405493450386,-6.498340185591843,-8.468065307858543,97.12301587301589,3.98833877128308,126.91784375785574,129.374191,17.121055603027344,1277,23.200335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99224492426337,10.360157882339927]}"
1038,0.24715,0.13845,0.04245,0.0711,0.0571,0.12845,0.2805,0.33235,0.3517,0.36575,0.535276271678897,0.46495885,0.7206458,0.17458463,0.4862456036563757,-17.590617757512444,-5.501572758260684,-12.08904499925176,151.21825396825398,4.200396398151042,274.32766439911757,10.780339241027832,17.14032745361328,1131,7.12563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98550755963248,10.360607039981987]}"
1039,0.2215,0.12465,0.04105,0.059435,0.05222,0.0956,0.2271,0.2706,0.27915,0.30633333,0.44163725042080665,0.4897932,0.68482363,0.11515033,0.4094386452667471,-14.186527513844258,-5.742987165197746,-8.443540348646511,172.34424603174602,4.081925846405149,187.78840604527795,92.33292388916016,17.125625610351562,1271,28.041508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99202034544234,10.360607039981987]}"
1040,0.26315,0.1528,0.04375,0.0691,0.06195,0.1235,0.2325,0.2763,0.29065,0.3113,0.4285259442571515,0.40359774,0.64861035,0.04965692,0.402357511885712,-14.091078669266182,-6.565442553624009,-7.525636115642173,108.33134920634923,4.138831914807608,181.93700199989325,24.33037567138672,17.132253646850586,1136,16.025627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9848338231694,10.361056197624047]}"
1041,0.27261665,0.16715,0.054266665,0.08215,0.0822,0.1341,0.2306,0.268275,0.2815,0.2982,0.364297747451095,0.35466796,0.5479791,0.016031565,0.346127146929804,-14.469978874425086,-6.944342758782914,-7.525636115642173,132.55853174603175,4.162575867465728,312.99736532347197,24.33037567138672,17.132253646850586,1132,13.940616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98505840199041,10.361056197624047]}"
1042,0.2291,0.1288,0.043008335,0.0606,0.0546,0.10082,0.2480875,0.30305,0.30305,0.33845,0.47483446385815176,0.50073045,0.6946736,0.1389646,0.4345304161424373,-13.212438057129708,-7.0562597611273965,-6.156178296002311,225.60813492063488,4.1182025344338005,237.18684945042878,113.107971,17.12413215637207,1254,24.513554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99179576662132,10.361056197624047]}"
1043,0.23835,0.1236,0.034566667,0.06266667,0.04544167,0.1161,0.2521,0.30585,0.32666665,0.3372,0.5246473788171608,0.47557026,0.7557611,0.15630804,0.48369848853373554,-14.103022544214824,-6.863878840705165,-7.239143703509659,96.17460317460318,4.113389012346579,171.38646581319517,10.693410873413086,17.138872146606445,1143,8.265596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98460924434836,10.361505355266106]}"
1044,0.207,0.1009,0.0315,0.047333334,0.03265,0.088975,0.2359,0.29225,0.2918,0.3233,0.5176994519932596,0.53266364,0.79873633,0.170008,0.4714961361493868,-15.601373814324083,-6.236374142119482,-9.3649996722046,128.8640873015873,4.113389012346578,130.4739297918277,321.479919,17.125967025756836,1246,27.24269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99134660897926,10.361505355266106]}"
1045,0.24095,0.126025,0.036633335,0.055266667,0.043791667,0.09985,0.2458,0.2991,0.3206,0.3316,0.528825344875812,0.5250327,0.75964504,0.14183955,0.4803522744995492,-14.870709270587675,-5.84108299495329,-9.029626275634385,123.97817460317461,4.011705292221235,83.13311169375811,30.237751007080078,17.12897491455078,1234,21.843721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99112203015822,10.361729934087137]}"
1046,0.1849,0.103,0.038675,0.06216667,0.04525,0.1064,0.24858,0.2969,0.3128,0.3217,0.5168100791127623,0.4923664,0.74724203,0.2569821,0.4677174904433202,-13.22485338363468,-5.512469181034014,-7.712384202600667,601.2996031746031,4.196958168088742,836.3911308736351,269.663513,17.12071418762207,1150,9.5800295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98438466552733,10.361954512908166]}"
1047,0.2299,0.11265,0.03615,0.0581,0.0458,0.1064,0.2587,0.30995,0.32845,0.3476,0.530449462566693,0.51063585,0.75524384,0.17650218,0.4849585283253477,-15.529003759521663,-6.73662413525895,-8.792379624262713,87.29265873015873,4.089125964307739,163.58801709340696,35.980011,17.129301071166992,1222,24.608364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99067287251617,10.362179091729196]}"
1048,0.2112,0.1098,0.0366,0.0584,0.0497,0.0986,0.2277,0.2747,0.2877,0.3044,0.45371358993500976,0.48951593,0.7053942,0.15333734,0.42631955864162585,-16.452067772273253,-6.436382093083168,-10.015685679190085,69.33829365079364,4.124755336780414,108.25949448067695,106.05776977539062,17.12298583984375,1203,25.161026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.99044829369514,10.362628249371255]}"
1049,0.2254,0.1266,0.03917,0.06245,0.05105,0.11093333,0.24465,0.28416666,0.29735,0.30838335,0.47008300911007006,0.4565865,0.706946,0.13763748,0.43546674792401346,-14.052431135333986,-6.5585649797208365,-7.49386615561315,333.88789682539687,4.081757295773406,556.1301837285719,18.610191345214844,17.133079528808594,1147,4.721617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98326177142218,10.363077407013316]}"
1050,0.2796,0.1619,0.0482,0.0754,0.06545,0.13015,0.25705,0.30635,0.34415,0.34615,0.5065983393861908,0.45119122,0.6804199,0.10348699,0.45959763785142616,-16.10005244492437,-6.431326296564102,-9.668726148360268,46.04960317460318,3.997305056416052,45.91996173471671,30.135801315307617,17.1290340423584,1190,11.215667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9902237148741,10.363077407013316]}"
1051,0.2226,0.1189,0.03296,0.0533,0.043566667,0.09805,0.24243334,0.2927,0.30345,0.31935,0.4930811032946485,0.51158154,0.7489073,0.1536926,0.4602329605603487,-14.178243339298533,-6.3303017040551115,-7.847941635243421,55.80158730158728,4.073181885845894,67.02588025950536,30.373461,17.12960433959961,1161,15.6202135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98303719260115,10.363526564655375]}"
1052,0.2197,0.1093,0.0338,0.05445,0.0424,0.09955,0.2527,0.30405,0.31085,0.3421,0.5116256832052488,0.51486355,0.75994337,0.17180285,0.47193084877927327,-17.143507148440502,-6.056352616318698,-11.087154532121804,87.25496031746032,4.048554849572583,67.89831250789575,48.30565643310547,17.12837791442871,1193,17.506254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98977455723205,10.363526564655375]}"
1053,0.23225,0.134425,0.038091667,0.058675,0.056825,0.100475,0.1983625,0.23611,0.24496667,0.263765,0.36174713266452724,0.41828096,0.6234157,0.026647571,0.35197734659869495,-13.736467735474946,-6.0333672212856895,-7.703100514189257,76.8670634920635,4.1130250241121065,104.36834687580631,43.700211,17.13222312927246,1172,18.13351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98281261378013,10.363975722297434]}"
1054,0.1796,0.09425,0.0319,0.0493,0.0394,0.0803,0.19193333,0.2318,0.24075,0.2598,0.4066362376645708,0.49976638,0.7187221,0.145474,0.3871370885485149,-17.41660462864395,-6.478746541476941,-10.937858087167008,148.2470238095238,4.014003998317827,210.27186771700144,119.643562,17.12200164794922,1181,20.748684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98954997841102,10.363975722297434]}"
1055,0.22906667,0.13775,0.03935,0.05695,0.0614,0.09455,0.1784,0.20703334,0.20785,0.23625833,0.28578396785011884,0.3746693,0.5439183,-0.048560005,0.2855703517312827,-11.573635581384465,-6.03711159525491,-5.536523986129556,89.58630952380952,4.129373421264905,174.362515550205,68.38029479980469,17.144229888916016,1196,21.461702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98236345613806,10.364424879939495]}"
1056,0.20695,0.1114,0.0325,0.05595,0.0448,0.09685,0.2015,0.235275,0.24738,0.26463333,0.3980179744707578,0.43729484,0.6933397,0.0889882,0.38358707204165354,-14.436746885412436,-5.925653198770423,-8.511093686642013,152.75496031746033,4.015379290342749,272.5341031667267,96.309517,17.146764755249023,1187,18.69978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98932539958999,10.364424879939495]}"
1057,0.214,0.1178,0.0314,0.0495,0.042,0.0902,0.2077,0.24743333,0.2604,0.279675,0.42759808390077547,0.48545352,0.7222222,0.09780775,0.4082751720603375,-11.332332871137208,-6.481425920972424,-4.8509069501647835,96.4672619047619,4.125207214733661,152.24003901328433,104.045639,17.126859664916992,1212,21.883198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98213887731703,10.364649458760525]}"
1058,0.2315,0.11565,0.033325,0.068341665,0.04445,0.12385,0.27635,0.3053,0.334,0.34663334,0.5359010114444108,0.4589931,0.76509446,0.18125552,0.49442198362081713,-12.322522403748392,-6.104803825306475,-6.217718578441917,95.17162698412697,4.031195148629335,119.53921308106146,17.945833206176758,17.13218879699707,1199,26.844872,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98887624194793,10.364649458760525]}"
1059,0.155175,0.0833,0.04225,0.06116,0.0493,0.093275,0.2133,0.2671,0.2679,0.29145,0.43831329897049986,0.48349136,0.6891551,0.2664421,0.4012481509622582,-14.821746506842883,-6.9802665567338975,-7.841479950108986,9.57043650793651,3.6615859239950073,6.706450577927171,93.01433563232422,17.12285614013672,310,3.9625728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0629872528878,10.537350572132503]}"
1060,0.1588,0.0688,0.04145,0.06405,0.0443,0.1002,0.2327,0.2979,0.3049,0.32113335,0.517135300596326,0.5053073,0.7462772,0.31507438,0.4603155770124441,-15.0465863698427,-8.428385390661541,-6.618200979181159,140.4017857142857,3.9312238217923956,293.21003302942336,55.96600341796875,17.1282958984375,311,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0773602974337,10.537350572132503]}"
1061,0.22486667,0.1338,0.054,0.0774,0.0698,0.1223,0.231,0.2749,0.2808,0.29665,0.40746180316670544,0.3932027,0.6018255,0.11061306,0.37209031554084315,-15.991834410191412,-7.5019672334314365,-8.489867176759976,124.49801587301587,3.996489190228334,201.21150045665854,17.90149688720703,17.132681,310,0.94331574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0757882456865,10.537575150953533]}"
1062,0.142975,0.0672625,0.038258333,0.055525,0.04005,0.08591667,0.217575,0.2816,0.28355,0.3052,0.49215282936816923,0.5349152,0.75247216,0.32958207,0.4434798372958192,-14.28149463641831,-6.800083360029622,-7.481411276388688,13.755952380952383,3.9058481367588382,14.28616110796247,80.384483,17.12324333190918,310,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06321183170881,10.537799729774562]}"
